id,merchid,merchname,time
"200409","577","迁西甘栗仁","2017-06-14 17:10"
"323384","528","生态鲜腐竹","2017-06-14 17:12"
"286110","512","山楂优块","2017-06-14 17:16"
"134927","533","厄瓜多尔白虾","2017-06-14 17:18"
"17925","531","蓝莓","2017-06-14 17:19"
"325250","539","风干牛肉干","2017-06-14 17:26"
"323384","383","福建肉燕","2017-06-14 17:31"
"323384","517","珍珠小笼包","2017-06-14 17:33"
"134031","531","蓝莓","2017-06-14 17:41"
"170732","549","海阳网纹蜜瓜","2017-06-14 17:55"
