id,first,last,num,total_cnt,promotion_cnt,coupon_cnt
"44038","2017-04-10","2017-06-04","3","3","1","1"
"44101","2016-09-17","2017-06-04","39","39","4","11"
"44179","2016-11-07","2017-06-07","3","3","1",NULL
"44217","2017-03-07","2017-06-01","12","12","6","6"
"44251","2016-11-29","2017-05-27","21","21",NULL,NULL
"44252","2016-10-12","2017-06-03","10","10","1","6"
"44258","2016-09-18","2017-05-27","8","10",NULL,"3"
"44366","2017-03-23","2017-06-01","2","2","1",NULL
"44394","2016-09-29","2017-06-02","9","9","3","2"
"44593","2016-11-16","2017-05-31","10","10","1",NULL
"44603","2016-09-19","2017-05-26","41","41",NULL,"9"
"44632","2017-05-25","2017-05-25","1","1",NULL,"1"
"44703","2016-09-19","2017-06-07","2","2",NULL,NULL
"44714","2017-06-04","2017-06-06","2","2",NULL,"2"
"44743","2016-09-27","2017-06-04","25","26","1","3"
"44744","2016-09-19","2017-05-31","16","16",NULL,NULL
"44950","2016-09-20","2017-05-25","51","51","11","28"
"44958","2017-05-27","2017-06-05","2","2","1","1"
"44967","2016-11-11","2017-05-25","6","6","1","5"
"44985","2016-11-27","2017-06-01","3","3",NULL,NULL
"45104","2016-09-20","2017-06-01","35","36","5","5"
"45120","2016-09-20","2017-05-28","11","11","2",NULL
"45249","2017-05-18","2017-06-06","10","10",NULL,"1"
"45388","2016-09-21","2017-05-31","3","3",NULL,"1"
"45399","2016-09-21","2017-05-26","13","13","1","3"
"45491","2017-05-23","2017-06-04","2","2",NULL,NULL
"45518","2017-03-01","2017-05-24","13","13","2","2"
"45533","2017-04-08","2017-05-26","6","6","2",NULL
"45547","2016-11-08","2017-05-24","11","11","1","3"
"45572","2016-09-21","2017-05-27","3","3","1","1"
"45594","2016-09-21","2017-06-01","63","63","8",NULL
"45613","2017-03-25","2017-05-26","5","5","3","1"
"45658","2016-09-22","2017-06-08","55","58","5","8"
"45681","2016-12-09","2017-06-01","2","2",NULL,"1"
"45684","2016-09-24","2017-06-04","10","10","2","4"
"45738","2016-09-22","2017-06-05","6","6",NULL,NULL
"45743","2016-09-22","2017-06-07","20","20","1","6"
"45802","2016-10-11","2017-05-27","5","5","1",NULL
"45853","2017-06-03","2017-06-03","1","1",NULL,NULL
"45861","2017-05-28","2017-05-28","2","2","2",NULL
"45882","2016-09-22","2017-05-27","7","7","2",NULL
"45892","2017-05-25","2017-05-25","1","1","1",NULL
"45901","2017-06-04","2017-06-04","4","4",NULL,"2"
"45935","2016-09-29","2017-05-28","11","11",NULL,"3"
"46036","2016-09-22","2017-05-26","29","29","3","8"
"46231","2016-09-23","2017-06-06","19","19","1",NULL
"46248","2016-09-29","2017-05-26","14","14","2","12"
"46281","2017-01-04","2017-05-27","2","2",NULL,"1"
"46285","2017-03-11","2017-05-27","2","2",NULL,NULL
"46290","2016-11-14","2017-05-28","32","32","10","16"
"46302","2016-10-12","2017-06-02","2","2",NULL,NULL
"46366","2016-10-09","2017-05-27","17","17","1","1"
"46559","2017-02-20","2017-05-25","6","6","1","3"
"46610","2016-10-13","2017-05-24","9","9","1",NULL
"46627","2016-09-23","2017-06-05","26","26","2",NULL
"46706","2016-09-25","2017-06-08","5","5",NULL,"1"
"46793","2016-11-17","2017-06-04","16","16","2",NULL
"46796","2017-06-04","2017-06-04","1","1",NULL,"1"
"46859","2016-10-11","2017-06-07","2","2",NULL,"1"
"46862","2016-09-26","2017-06-07","3","3",NULL,"1"
"47018","2016-10-20","2017-05-25","4","4","2",NULL
"47193","2016-09-24","2017-05-28","11","11","1",NULL
"47207","2017-01-01","2017-06-08","5","5","2","3"
"47390","2016-10-23","2017-05-26","4","4","1","3"
"47480","2016-09-27","2017-05-27","11","11","1","5"
"47767","2016-11-29","2017-05-31","20","20","4","16"
"47789","2016-11-14","2017-06-08","15","16",NULL,"11"
"47796","2017-02-20","2017-05-26","4","4","1",NULL
"47861","2016-10-20","2017-06-02","26","26","2","13"
"47873","2016-09-26","2017-05-26","10","10","1","2"
"47974","2017-03-22","2017-05-28","6","6","3",NULL
"48097","2017-05-31","2017-05-31","1","1",NULL,NULL
"48121","2016-10-06","2017-06-08","6","6",NULL,"3"
"48125","2016-10-19","2017-06-01","33","33","11","10"
"48351","2016-09-27","2017-05-27","9","9",NULL,NULL
"48551","2016-10-08","2017-06-01","17","17",NULL,"3"
"48983","2017-05-26","2017-05-26","1","1",NULL,"1"
"49141","2016-10-12","2017-05-31","6","6","1","1"
"49258","2017-03-22","2017-05-26","5","5","3","2"
"49280","2016-11-15","2017-06-08","10","10","1",NULL
"49281","2017-04-03","2017-06-06","14","14","2","3"
"49305","2017-04-06","2017-06-08","4","4",NULL,"1"
"49471","2017-05-13","2017-05-31","3","3",NULL,"1"
"49479","2017-05-26","2017-05-29","5","5",NULL,NULL
"49528","2017-06-04","2017-06-04","1","1",NULL,NULL
"49565","2016-10-13","2017-05-26","23","23","5","9"
"49611","2016-09-28","2017-05-30","7","7","2","4"
"49639","2016-09-28","2017-06-05","9","9","2","3"
"49763","2016-09-29","2017-05-26","10","11","1","2"
"49804","2016-10-10","2017-05-25","10","10","7","1"
"49838","2017-06-01","2017-06-05","2","2",NULL,"2"
"49972","2016-09-29","2017-05-27","8","8","2","3"
"49989","2016-09-28","2017-05-28","4","4",NULL,"3"
"50016","2016-11-27","2017-05-23","3","3",NULL,"1"
"50159","2016-10-02","2017-05-25","53","54","13","35"
"50242","2017-06-05","2017-06-05","1","1",NULL,"1"
"50345","2016-10-19","2017-06-02","22","22","3","13"
"50390","2017-05-16","2017-06-02","4","4","1",NULL
"50447","2017-05-31","2017-05-31","4","4",NULL,"4"
"50470","2016-09-29","2017-05-25","25","25","6",NULL
"50663","2017-04-20","2017-06-01","7","7","5","3"
"50771","2016-10-01","2017-06-05","77","77","12","14"
"50792","2017-03-21","2017-05-30","36","36","9","5"
"50976","2016-10-23","2017-06-02","25","25","3","17"
"51048","2016-09-30","2017-05-25","4","4","1","1"
"51177","2016-09-30","2017-05-29","16","16",NULL,"1"
"51183","2016-09-30","2017-06-08","28","28","1","9"
"51234","2017-05-19","2017-05-27","8","8","4","1"
"51343","2016-11-25","2017-06-02","5","5",NULL,"3"
"51356","2016-11-11","2017-05-28","20","20",NULL,"7"
"51376","2016-10-02","2017-05-29","4","4",NULL,"1"
"51416","2016-12-25","2017-05-26","12","12","4","7"
"51505","2016-10-06","2017-06-04","6","6",NULL,"2"
"51586","2016-12-07","2017-06-03","3","3",NULL,NULL
"51598","2016-10-04","2017-05-31","26","26","8","11"
"51613","2017-03-13","2017-05-27","29","29","8","5"
"51656","2016-10-04","2017-05-23","17","17","2","5"
"51684","2016-10-04","2017-06-05","32","33","1","10"
"51707","2016-10-04","2017-05-26","16","16","4","4"
"51830","2016-10-11","2017-05-30","24","24",NULL,"2"
"51899","2016-10-06","2017-06-08","10","10","3","1"
"52041","2016-10-06","2017-06-03","2","2",NULL,"2"
"52192","2016-10-11","2017-06-07","2","2",NULL,"1"
"52235","2016-10-07","2017-05-25","8","8",NULL,"2"
"52268","2016-11-03","2017-05-27","30","30","5","25"
"52350","2016-10-08","2017-05-27","41","41","16","15"
"52558","2016-10-23","2017-06-06","19","19","2","9"
"52995","2017-05-05","2017-06-01","3","3","1",NULL
"53056","2016-10-09","2017-06-03","8","9",NULL,NULL
"53235","2016-10-09","2017-05-27","26","27","9","8"
"53308","2016-10-19","2017-06-04","9","9","1","1"
"53354","2017-06-05","2017-06-05","1","1",NULL,NULL
"53396","2016-10-12","2017-06-06","21","21","1","5"
"53475","2016-10-09","2017-05-29","27","27",NULL,"1"
"53577","2016-10-10","2017-06-04","23","23","4","13"
"53772","2016-10-27","2017-06-04","6","6","2",NULL
"53841","2017-05-24","2017-05-24","1","1",NULL,"1"
"53901","2016-10-10","2017-05-25","11","11","1","9"
"53976","2016-12-09","2017-05-29","4","4","2",NULL
"54027","2016-10-11","2017-05-28","10","10","2","3"
"54049","2016-11-24","2017-05-25","17","17","4","3"
"54066","2017-06-02","2017-06-02","3","3",NULL,NULL
"54195","2017-06-02","2017-06-02","1","1",NULL,NULL
"54335","2017-04-13","2017-05-26","25","25","2","12"
"54440","2016-11-25","2017-05-28","19","19","6","10"
"54533","2016-10-11","2017-05-27","4","4","1","1"
"54660","2016-11-22","2017-06-05","8","8","3","2"
"54749","2016-10-12","2017-06-01","7","7","4","1"
"54861","2016-10-11","2017-05-26","12","12","1","4"
"54935","2016-10-17","2017-05-29","2","2",NULL,"1"
"54944","2016-10-13","2017-05-26","2","2","1","1"
"55122","2016-10-12","2017-05-26","5","5","1","3"
"55264","2016-10-12","2017-05-27","11","11",NULL,"7"
"55403","2017-06-07","2017-06-07","1","1",NULL,NULL
"55431","2017-06-08","2017-06-08","1","1",NULL,"1"
"55460","2017-06-04","2017-06-04","1","1",NULL,NULL
"55599","2017-03-31","2017-05-30","13","13","4","7"
"55644","2016-10-13","2017-05-23","19","19","2","3"
"55682","2016-10-12","2017-05-27","10","10","1","5"
"55686","2017-03-19","2017-05-29","15","15","3","10"
"55689","2016-10-31","2017-06-04","11","11","1","3"
"55860","2016-11-09","2017-06-07","6","6",NULL,"2"
"55933","2016-10-13","2017-05-25","29","29","2","5"
"55954","2017-05-28","2017-05-28","1","1","1",NULL
"56030","2016-10-26","2017-06-04","7","7",NULL,"5"
"56084","2017-06-02","2017-06-02","1","1",NULL,NULL
"56087","2017-01-14","2017-06-05","3","3",NULL,"1"
"56145","2016-11-27","2017-06-05","19","19","2",NULL
"56149","2016-10-13","2017-05-28","35","36","4","11"
"56225","2016-11-05","2017-06-01","38","38","6","11"
"56471","2017-05-29","2017-05-29","2","2","1",NULL
"56526","2016-10-21","2017-06-04","5","5",NULL,"2"
"56545","2016-10-14","2017-05-25","30","31","6","4"
"56567","2016-12-12","2017-05-27","11","11","1","2"
"56586","2016-10-14","2017-05-28","14","14","1","9"
"56587","2016-10-19","2017-05-28","2","2",NULL,"2"
"56603","2016-10-21","2017-06-02","27","27","2","2"
"56693","2016-11-18","2017-05-24","16","16","1",NULL
"56726","2016-10-17","2017-05-23","3","3",NULL,NULL
"56752","2016-12-08","2017-05-25","20","20","2","6"
"56797","2016-11-12","2017-05-29","5","5",NULL,NULL
"56941","2016-10-15","2017-06-05","24","24","2",NULL
"57032","2017-06-04","2017-06-04","1","1",NULL,NULL
"57058","2016-11-13","2017-06-01","8","8","2","5"
"57066","2016-10-16","2017-05-27","30","30","1","15"
"57075","2017-06-04","2017-06-07","3","3",NULL,NULL
"57156","2016-12-05","2017-05-26","27","27","8","7"
"57182","2016-10-16","2017-06-03","8","8","1","2"
"57211","2016-10-16","2017-06-08","4","4",NULL,NULL
"57218","2016-10-16","2017-06-05","29","29","8","3"
"57363","2017-06-01","2017-06-03","6","7",NULL,NULL
"57509","2016-10-17","2017-05-27","2","2","1","1"
"57523","2016-10-22","2017-05-28","8","8","1","4"
"57584","2016-10-28","2017-05-23","11","11",NULL,NULL
"57602","2016-10-17","2017-06-06","29","29","2","16"
"57642","2016-10-30","2017-05-26","11","11","1","9"
"57763","2016-10-23","2017-06-08","14","14",NULL,"3"
"57844","2016-10-28","2017-05-28","12","12","5","5"
"57901","2016-10-18","2017-06-08","134","140","6","42"
"57928","2017-05-22","2017-06-03","3","3",NULL,NULL
"58142","2017-05-15","2017-06-05","9","9",NULL,NULL
"58165","2017-05-31","2017-05-31","1","1",NULL,NULL
"58200","2016-10-19","2017-06-06","12","13","2","3"
"58346","2017-05-05","2017-05-28","4","4","1",NULL
"58435","2016-10-28","2017-05-30","24","24","5","10"
"58619","2016-11-06","2017-06-05","11","11",NULL,"7"
"58632","2017-05-28","2017-05-28","1","1",NULL,"1"
"58639","2016-10-23","2017-05-25","18","18","4","13"
"58696","2017-03-13","2017-06-01","5","5","2",NULL
"58805","2016-11-11","2017-06-04","10","10","4","5"
"58917","2016-12-04","2017-05-30","9","9",NULL,"2"
"59099","2016-10-20","2017-06-06","22","22",NULL,"3"
"59132","2016-10-20","2017-06-06","30","30","8","10"
"59211","2017-04-13","2017-05-26","2","2","1","1"
"59247","2017-04-30","2017-05-27","2","2","1","2"
"59248","2017-04-11","2017-06-06","5","5",NULL,NULL
"59301","2016-10-26","2017-05-24","25","25","3","10"
"59333","2017-04-11","2017-05-29","7","7",NULL,NULL
"59454","2017-05-02","2017-05-27","4","4","2","2"
"59461","2017-05-25","2017-05-25","1","1",NULL,"1"
"59666","2016-10-21","2017-05-25","20","20","3","3"
"59750","2017-04-05","2017-06-06","2","2",NULL,NULL
"60044","2017-06-01","2017-06-01","1","1",NULL,NULL
"60155","2016-11-29","2017-06-08","2","2","1",NULL
"60251","2016-11-22","2017-05-26","11","11","2","2"
"60266","2016-10-22","2017-06-07","47","48","5","35"
"60289","2016-10-27","2017-05-26","10","11","3","4"
"60469","2016-12-19","2017-05-23","5","5","1",NULL
"60513","2017-06-04","2017-06-04","2","2",NULL,"1"
"60583","2016-11-02","2017-06-07","24","24","4","19"
"60666","2016-11-04","2017-05-28","19","19","4","13"
"60745","2017-04-29","2017-06-05","8","8","1","3"
"60798","2016-10-24","2017-06-06","12","12",NULL,"7"
"60820","2016-10-24","2017-06-06","26","26",NULL,"19"
"60934","2016-10-24","2017-05-27","9","9","1","2"
"60954","2016-11-04","2017-05-26","26","26","1",NULL
"61093","2016-10-25","2017-06-04","17","17","2","4"
"61174","2016-11-06","2017-05-26","18","19","3","9"
"61340","2016-10-26","2017-05-27","6","6","1","3"
"61363","2016-10-25","2017-06-05","11","11","1",NULL
"61419","2016-10-25","2017-06-05","17","17","2","2"
"61853","2016-10-26","2017-06-01","18","18",NULL,"9"
"62012","2016-10-26","2017-05-28","6","6","1","2"
"62080","2016-10-26","2017-06-06","16","16",NULL,"2"
"62083","2016-11-23","2017-06-05","22","22","3","8"
"62090","2016-10-26","2017-05-31","54","54","8","11"
"62232","2016-10-26","2017-06-06","11","11","3","2"
"62265","2016-10-27","2017-06-07","42","45","1","5"
"62290","2017-06-07","2017-06-07","1","1",NULL,"1"
"62296","2016-10-27","2017-06-04","7","7","1","4"
"62437","2016-10-27","2017-05-27","27","27","9","4"
"62472","2016-10-29","2017-06-06","18","18","2","13"
"62488","2016-10-30","2017-05-28","18","18",NULL,"12"
"62552","2016-10-27","2017-05-31","43","44","3","9"
"62573","2016-10-28","2017-06-06","10","10","1",NULL
"62592","2016-11-23","2017-05-23","10","10","1","3"
"62603","2016-11-23","2017-06-08","31","31","6","3"
"62614","2016-11-01","2017-05-26","5","5","3",NULL
"62634","2016-11-07","2017-05-28","3","3","1","1"
"62702","2016-10-28","2017-05-27","4","4","1","3"
"62709","2016-11-21","2017-06-04","18","18","1","14"
"62819","2017-05-16","2017-06-06","3","3",NULL,"1"
"62842","2016-10-28","2017-06-08","13","13","2","2"
"62892","2016-10-28","2017-06-05","22","22","1","5"
"62932","2016-10-28","2017-05-28","21","21","7","11"
"63037","2016-10-29","2017-05-26","36","37","9","11"
"63137","2017-03-04","2017-05-30","2","2",NULL,NULL
"63160","2016-10-28","2017-06-07","12","12",NULL,"3"
"63221","2016-10-29","2017-05-28","9","9","2","2"
"63222","2016-11-04","2017-05-28","48","48","17","28"
"63223","2017-05-26","2017-05-26","3","3","3",NULL
"63224","2016-10-29","2017-05-28","59","59","24","33"
"63241","2017-01-13","2017-05-27","10","10","5","2"
"63246","2016-10-29","2017-06-08","9","9","1","4"
"63262","2016-11-04","2017-05-28","16","16","1","14"
"63266","2016-10-29","2017-05-23","9","9","1","1"
"63268","2016-10-30","2017-05-25","13","13","3","7"
"63273","2016-10-29","2017-05-27","18","18","3","7"
"63298","2016-11-07","2017-05-28","5","5","1","2"
"63300","2016-11-01","2017-06-02","5","5",NULL,"2"
"63324","2016-10-29","2017-05-28","41","41","4","8"
"63394","2017-05-30","2017-06-04","2","2",NULL,NULL
"63406","2016-10-29","2017-06-05","37","37","1","20"
"63427","2016-10-29","2017-05-26","36","36","12","21"
"63432","2017-06-07","2017-06-07","1","1",NULL,"1"
"63437","2016-10-30","2017-05-25","7","7","2","3"
"63471","2016-11-04","2017-05-28","13","14","5",NULL
"63512","2016-10-29","2017-05-27","6","6","1","1"
"63526","2016-10-29","2017-06-01","39","42","7","14"
"63559","2017-03-17","2017-06-01","19","19","7","5"
"63599","2016-10-29","2017-05-27","56","60","2","17"
"63607","2017-05-31","2017-05-31","1","1",NULL,NULL
"63608","2016-11-25","2017-05-28","6","6","1","5"
"63609","2016-11-03","2017-06-04","52","54","14","18"
"63653","2016-10-30","2017-05-23","35","36","5","20"
"63722","2017-04-19","2017-05-23","3","3","1",NULL
"63801","2016-10-30","2017-06-05","9","9","1",NULL
"63833","2016-12-04","2017-06-07","10","10",NULL,NULL
"63897","2016-11-25","2017-05-26","18","20","6","12"
"63972","2016-11-06","2017-05-28","5","5",NULL,"2"
"64067","2016-10-30","2017-05-27","11","11","2",NULL
"64124","2016-11-02","2017-05-28","30","31","11","9"
"64148","2016-11-04","2017-05-27","21","21","2","17"
"64203","2016-11-18","2017-05-30","2","2",NULL,NULL
"64208","2017-01-18","2017-05-28","8","8","3","1"
"64209","2016-10-30","2017-05-28","2","2","1",NULL
"64216","2016-10-30","2017-05-25","2","2",NULL,NULL
"64251","2016-10-31","2017-05-23","5","5",NULL,NULL
"64346","2017-03-25","2017-06-05","28","28","3","19"
"64348","2016-10-31","2017-06-01","44","44","8","19"
"64353","2016-10-31","2017-05-28","22","22","4","6"
"64391","2016-11-07","2017-05-30","11","11",NULL,"4"
"64437","2016-11-09","2017-06-05","32","32","5","11"
"64455","2016-10-31","2017-06-06","8","9","1","5"
"64480","2016-11-07","2017-05-24","9","9","1","3"
"64525","2016-10-31","2017-05-27","13","14","3",NULL
"64560","2016-11-13","2017-06-04","8","8","1","6"
"64566","2016-12-12","2017-06-08","28","28","2","1"
"64611","2016-10-31","2017-05-29","9","9",NULL,NULL
"64627","2016-10-31","2017-05-28","13","13",NULL,"3"
"64685","2017-03-13","2017-06-08","3","3","1",NULL
"64777","2016-12-10","2017-05-29","3","3",NULL,"1"
"64828","2016-11-23","2017-05-25","35","35","13","19"
"64873","2016-11-02","2017-05-23","2","2",NULL,"1"
"64875","2016-11-01","2017-05-28","5","5",NULL,"3"
"64884","2016-11-21","2017-05-27","9","9",NULL,"4"
"64954","2017-06-07","2017-06-07","1","1",NULL,NULL
"64968","2016-11-07","2017-06-06","4","4",NULL,NULL
"65071","2016-11-01","2017-05-25","13","13","6","6"
"65276","2016-11-04","2017-06-04","19","19","1","3"
"65363","2017-03-24","2017-06-08","2","2","1",NULL
"65383","2016-11-12","2017-05-31","10","10",NULL,"3"
"65424","2016-11-02","2017-05-25","4","4","2","1"
"65428","2016-11-02","2017-06-08","32","32","5","10"
"65460","2016-11-10","2017-05-23","3","3",NULL,"1"
"65504","2017-05-25","2017-05-25","1","1",NULL,NULL
"65536","2016-11-02","2017-06-03","9","9",NULL,"5"
"65596","2016-11-02","2017-05-23","5","5",NULL,NULL
"65718","2016-11-03","2017-06-02","11","11","1","5"
"65731","2017-02-23","2017-05-27","9","9","2","3"
"65732","2016-11-03","2017-05-27","33","36","3","12"
"65773","2016-11-03","2017-05-30","6","6","1","2"
"65774","2016-11-03","2017-06-08","16","17","1","1"
"65781","2016-11-04","2017-05-27","13","13",NULL,"3"
"65844","2016-11-04","2017-06-07","21","22","2","11"
"65976","2017-04-15","2017-05-25","2","2","1",NULL
"65987","2016-11-03","2017-06-05","24","24","6","2"
"65991","2016-12-06","2017-06-08","38","38","4","24"
"66047","2016-11-03","2017-05-28","2","2","1",NULL
"66099","2016-11-03","2017-05-27","8","8",NULL,"2"
"66102","2016-11-03","2017-06-03","15","15","3","6"
"66201","2016-11-11","2017-05-28","20","20","2",NULL
"66205","2016-11-07","2017-05-28","19","19","6","3"
"66296","2016-11-04","2017-05-28","10","10","1","5"
"66297","2016-11-04","2017-06-01","15","15",NULL,"3"
"66322","2016-11-05","2017-05-30","31","31","3","2"
"66529","2016-11-04","2017-05-28","9","9","2","3"
"66623","2016-11-07","2017-06-05","31","33","8","3"
"66715","2016-11-14","2017-06-05","4","4",NULL,NULL
"66751","2017-05-25","2017-05-25","2","2","1",NULL
"66763","2017-05-25","2017-05-25","1","1",NULL,NULL
"66800","2016-11-04","2017-06-05","31","33","2",NULL
"66834","2016-12-15","2017-05-30","5","5",NULL,"1"
"67014","2016-11-05","2017-05-24","12","12",NULL,"4"
"67051","2016-11-19","2017-05-29","12","12","1",NULL
"67099","2016-11-06","2017-05-27","4","4","1","1"
"67105","2017-02-04","2017-05-25","6","6","3",NULL
"67168","2017-03-08","2017-06-07","5","5","1",NULL
"67182","2017-03-11","2017-06-05","7","7","3","1"
"67271","2017-05-04","2017-06-08","2","2","1",NULL
"67311","2016-11-06","2017-06-03","7","7",NULL,NULL
"67440","2017-04-23","2017-05-27","13","13","4","3"
